art_style,painting,emotion,utterance,repetition
Impressionism,edgar-degas_dancers-in-the-wings-1,excitement,The procession of animated figures creates a strong sense of movement.,5
Northern_Renaissance,pieter-bruegel-the-elder_peasant-wedding-1568,disgust,I find the colors to be unappealing and boring. The attire and depiction of mundane action doesn't really spark any interest.,5
Post_Impressionism,pyotr-konchalovsky_peterhof-the-right-wing-of-the-palace-1931,something else,"The image looks childish and unrefined, it lacks details.",5
Post_Impressionism,suzanne-valadon_bouquet-and-a-cat-1919,excitement,the flat depiction of pattern in material is entertaining,5
Romanticism,konstantin-makovsky_the-girl-in-pearl-necklace,sadness,The woman's sad and bored look face makes me feel sad as well.,6
Post_Impressionism,pyotr-konchalovsky_berries-and-begonias-1911,disgust,"Its a plate of beans in front of potted plants, but it also looks like the plate is there to catch blood that is dripping from the plants",5
Romanticism,joseph-wright_vesuvius-from-portici,fear,"This looks like a scary situation, a volcano erupting spewing toxic gas in the air is not a good thing.",5
Post_Impressionism,pyotr-konchalovsky_novgorod-barns-1926,something else,i am feeling unsure because I a not sure what I am looking at. It looks somewhat like garbage bags that are tall like the building next to it,5
Expressionism,martiros-saryan_pomegranate-1930,awe,the painting makes me think of the joys of spring,5
Realism,ivan-kramskoy_portrait-of-the-artist-vasily-perov-1881,awe,The man's serious expression makes him seem rather intimidating.,6
Baroque,theodoor-van-thulden_holy-trinity,amusement,LOL I'm dying that the woman on the right is spraying her breast milk onto the central figure.,5
Abstract_Expressionism,salvador-dali_in-principiodeus-creavit-1964,disgust,"The part where i am guessing where the people are dead looks like actual blood, which is a little disturbing. I am not a fan of paintings depicting death in general.",10
Post_Impressionism,spyros-papaloukas_young-man-with-hat-1925,something else,Nothing felt. A well dressed person gets their picture taken. No expression on the face. Neutral colors.,5
Realism,ivan-shishkin_suuch-khan-crimea-1879,something else,"I feel intrigued, as if the woods have some hidden secret just behind the trees",5
Expressionism,nikolaos-lytras_the-lighthouse-1927,contentment,Blue color of the sea represents calmness of the mind.,5
Northern_Renaissance,hieronymus-bosch_mary-and-john-mary-and-john-at-the-foot-of-the-cross-1516,something else,"Religious pen and ink of two woman leaning on each other, one smiling and one serious.",5
Expressionism,martiros-saryan_ashtarak-1933-1,contentment,"The scale of the drawing is off, which confuses the eye and renders the bridge unappealing.",6
Impressionism,edgar-degas_two-horses-in-a-pasture,contentment,two brown horses graze in the green grass,7
Impressionism,edgar-degas_hortense-valpinson-1870,amusement,This young woman's face and posture are that of a bored rich person.,5
Romanticism,karl-bryullov_nun-s-dream(1),fear,The hooded women in the corner sends off creepy vibes while this man is dreaming of angels.,5
Northern_Renaissance,jean-fouquet_sainte-marguerite-and-olibrius-also-known-as-marguerite-keeping-sheep,awe,This painting looks quite noble and graceful with the castle standing in the background and women being accompanied by a revenue of guards in the foreground.,6
Expressionism,max-pechstein_woman-desired-by-man-1919,sadness,The faces have worried expressions and the people look like they are from Africa.,5
Northern_Renaissance,petrus-christus_st-eligius-as-a-goldsmith-showing-a-ring-to-the-engaged-couple-1449,contentment,The colors of the women's dress provide a sharp contrast to the red of the man. I also enjoy the portait within the portait,5
Romanticism,john-hoppner_portrait-of-a-lady-1790,awe,She looks like shes dreaming about her bright future,5
Expressionism,pablo-picasso_exotic-flowers-1907,contentment,"The art style is consistent throughout, the theme of the leaves follows through the painting.",6
Northern_Renaissance,joachim-patinir_charon,awe,the use of natural elements to frame the central figure is subtle,5
Symbolism,viktor-vasnetsov_bogatyrs-1881,excitement,Brave heart soldiers ready to defend motherland.,10
Northern_Renaissance,petrus-christus_the-lamentation,awe,This is a very dramatic moment in the story of Christ and inspires awe in those who are in that faith.,5
Northern_Renaissance,albrecht-durer_st-jerome-in-his-study-without-cardinal-s-robes,something else,"I'm irritated by this piece, it feels unfinished the way it's drawn.",5
Impressionism,edgar-degas_ancer-with-red-stockings,disgust,The painting looks like a rough sketch and lacks proper details for me to appreciate.,5
Impressionism,endre-bartos_water-lilies-1979,disgust,"I never liked this painting, it looks like a child made it.",5
Romanticism,john-hoppner_portrait-of-a-young-lady,contentment,Her white scarf extenuates her chest and contrasts with the background and her own dark blue dress compliments her orange gloves.,5
Northern_Renaissance,lucas-cranach-the-elder_stigmatiasation-of-st-francis,awe,the detail of the artist is amazin even to the feet of the person,6
Northern_Renaissance,albrecht-durer_the-lamentation-for-christ-1511,sadness,"This looks like Christ following the crucifixion? The lines are good, bold with good shading. The drawing itself seems well done, but the subject is very sad.The look on Christ's face is so depressing. It is very well detailed, however. This is a good drawing/painting, but the subject is sad and not one I care much for.",5
Expressionism,nikolaos-lytras_self-portraits,sadness,"The expression on the mans face and the way he seems to peer at his own self out the side of his eyes feels like he is trying to avoid really looking at his own image, as if he feels he is visually unappealing",5
Art_Nouveau_Modern,wilhelm-kotarbinski_the-young-carpenter,awe,THIS PAINTING DEPICTS HUMANS AS SLAPPING THE LORD'S SYBOL,5
Post_Impressionism,pyotr-konchalovsky_evening-on-the-pier-1920,something else,"Im very confused at this one. The one lonely central red dead tree pops right out. Why, whats is meaning? Dark sky, storms, or nightime? Very eery and uncertain.",5
Symbolism,zinaida-serebriakova_landscape-with-a-river-1911,excitement,The girls decide it is time to leave before the alligators decide to have them for dinner.,5
Post_Impressionism,pyotr-konchalovsky_crimea-evening-landscape-yayla-1930,something else,"I find the piece boring because the subject matter is boring to me. Also, the lack of details disinterests me.",5
Realism,james-tissot_men-or-women-of-the-day-no-10-caricature-of-the-rev-frederick-temple,anger,The man looks angry as if he didn't want his picture taken.,5
Realism,ivan-shishkin_the-field-of-wheat-1878,something else,"I feel slightly serene, but not much else, while it is nicely painted it lacks character and the details are very homogeneous and dont particularly stand out.",5
Realism,ivan-kramskoy_portrait-of-alexei-suvorin-1881,awe,The mans robe is as black as that of a dark wizards.,5
Expressionism,martiros-saryan_yerevan-1923,something else,The odd angles and strange effect of the light on the angles makes me feel weird.,5
Symbolism,viktor-vasnetsov_bogomater-1,fear,"Both the woman and the child having serious expressions and sunken, dark eyes is creepy.",10
Expressionism,ossip-zadkine_dance,amusement,"This art adverts expectations, when you look at the legs the human form is there, but the heads appear odd.",5
Impressionism,edgar-degas_the-false-start,contentment,men on horses play polo in a arena with an audiance in the bleachers,5
Expressionism,pablo-picasso_head-of-woman,sadness,The gently closed eyes and downward tilted head reminds me of grief and mourning.,5
Abstract_Expressionism,salvador-dali_oblatio-munda-1967,disgust,For some reason the angel looks like they are projectile pooping diarrhea. The brown splatters make me uncomfortable.,11
Symbolism,william-blake_a-white-haired-man-in-a-long-pale-robe-who-flees-from-us-with-his-hands-raised-1794,awe,"The dark blood, the struggling against the rock, and the pained expression on his face leaves you wanting more",5
Northern_Renaissance,hieronymus-bosch_the-garden-of-earthly-delights-1516-9,amusement,it is funny fun the naked kids on the horses,5
Art_Nouveau_Modern,zinaida-serebriakova_portrait-of-eugene-serebryakov-1909,amusement,The child appears to have taken a break to daydream.,5
Romanticism,karl-bodmer_dacota-woman-and-assiniboin-girl-plate-9-from-volume-2-of-travels-in-the-interior-of-north-1844,sadness,"Chief Sitting Bull tell his son, ""Someday son, none of this will be yours.""",5
Northern_Renaissance,dirk-bouts_passion-altarpiece-central-panel,sadness,"Jesus is the man here and he was murdered on the cross, that is just awful.",5
Romanticism,john-william-waterhouse_miss-betty-pollock-1911,sadness,The girl's eyes are red and glassy and her lips look like they may be quivering.,5
Expressionism,pablo-picasso_artist-s-son-1925,awe,A young innocent child. A little lady being portrayed in white clothing and fair skin. Very innocent looking.,5
Impressionism,edgar-degas_the-step-with-battement-1879,something else,"This feel like a premonition, like someone is about to die.",6
Expressionism,martiros-saryan_flowers-of-sambek-1914,awe,the portrait is very colorful i love flowers it would be perfect in a kitchen,5
Impressionism,edgar-degas_degas-in-a-green-jacket-1856,something else,The cross eyes of the subject really gives the painting an uneasy feeling.,5
Northern_Renaissance,albrecht-durer_portrait-of-caspar-tower-and-a-river-landscape-1520,awe,"That's a strong face.  determined.  The marks emphasize the broad shoulders, jawline and neck.  the landscape in the background give a sense of home",5
Post_Impressionism,pierre-bonnard_woman-with-dog-also-known-as-marthe-bonnard-and-her-dog-1906,excitement,Her smile and the dog look like they are happy to someone arrive.,5
Expressionism,martiros-saryan_ashtarak-1933-1,contentment,"This almost looks like a sketch of another painting, but it's kinda boring.",6
Romanticism,john-trumbull_self-portrait-1777,excitement,"This man radiates a lot of seductive qualities from his deep dark eyes, like he lusts after someone not seen by us. Gives you a feeling of envy and delight!",5
Northern_Renaissance,hieronymus-bosch_beggars,something else,"I feel curious. Curious about who these people are or were and why someone felt the need to sketch and draw them doing so many different things, or if they are all different people. Just overall I feel curious looking at this.",5
Realism,ivan-shishkin_mast-tree-grove-1898,contentment,"The peace of summer is captured by the drying, yellowing grass and the still water. The trees are lush and green with full summer foliage, and the shade beneath their canopy looks inviting, peaceful, and offering blissful solitude in nature.",5
