art_style,painting,emotion,utterance,repetition,utterance_spelled,tokens,tokens_len,split,tokens_encoded,emotion_label
Northern_Renaissance,hugo-van-der-goes_portinari-triptych-detail-1478-3,something else,these men can barely contain their excitement,5,these men can barely contain their excitement,"['these', 'men', 'can', 'barely', 'contain', 'their', 'excitement']",7,train,"[1, 113, 170, 101, 1274, 3435, 88, 419, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
Northern_Renaissance,hugo-van-der-goes_portinari-triptych-detail-1478-3,something else,"The modern day three musketeers ,who are worshipping God in their own way.",5,the modern day three musketeers who are worshipping god in their own way,"['the', 'modern', 'day', 'three', 'musketeers', 'who', 'are', 'worshipping', 'god', 'in', 'their', 'own', 'way']",13,train,"[1, 4, 1123, 94, 609, 6517, 165, 17, 4448, 604, 10, 88, 531, 67, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
Northern_Renaissance,hugo-van-der-goes_portinari-triptych-detail-1478-3,awe,The three men seem to be looking at something important. One man seems reverent as he holds his hands together. The man with the green cloak seems awed and the man holding the hat seems almost afraid of what is in front of him.,5,the three men seem to be looking at something important one man seems reverent as he holds his hands together the man with the green cloak seems awed and the man holding the hat seems almost afraid of what is in front of him,"['the', 'three', 'men', 'seem', 'to', 'be', 'looking', 'at', 'something', 'important', 'one', 'man', 'seems', 'reverent', 'as', 'he', 'holds', 'his', 'hands', 'together', 'the', 'man', 'with', 'the', 'green', 'cloak', 'seems', 'awed', 'and', 'the', 'man', 'holding', 'the', 'hat', 'seems', 'almost', 'afraid', 'of', 'what', 'is', 'in', 'front', 'of', 'him']",44,train,"[1, 4, 609, 170, 78, 9, 28, 59, 29, 73, 399, 81, 30, 44, 5159, 32, 45, 953, 36, 378, 127, 4, 30, 19, 2]",2
Realism,vasily-surikov_portrait-of-a-i-yemelyanova-1909,something else,she lost something behind the couch and is determined to find it,5,she lost something behind the couch and is determined to find it,"['she', 'lost', 'something', 'behind', 'the', 'couch', 'and', 'is', 'determined', 'to', 'find', 'it']",12,train,"[1, 38, 438, 73, 267, 4, 2052, 5, 8, 1690, 9, 232, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
Realism,vasily-surikov_portrait-of-a-i-yemelyanova-1909,contentment,The figure looks as if she has a secret. The red bloom over her heart suggests it might be a passionate one.,5,the figure looks as if she has a secret the red bloom over her heart suggests it might be a passionate one,"['the', 'figure', 'looks', 'as', 'if', 'she', 'has', 'a', 'secret', 'the', 'red', 'bloom', 'over', 'her', 'heart', 'suggests', 'it', 'might', 'be', 'a', 'passionate', 'one']",22,train,"[1, 4, 145, 15, 32, 79, 38, 39, 6, 1031, 4, 66, 2036, 120, 27, 914, 715, 14, 461, 28, 6, 1974, 81, 2, 0]",3
Realism,vasily-surikov_portrait-of-a-i-yemelyanova-1909,contentment,😆 the amused look on her face is funny and it contrasts with the black dress and dark background,5,the amused look on her face is funny and it contrasts with the black dress and dark background,"['the', 'amused', 'look', 'on', 'her', 'face', 'is', 'funny', 'and', 'it', 'contrasts', 'with', 'the', 'black', 'dress', 'and', 'dark', 'background']",18,train,"[1, 4, 459, 20, 18, 27, 42, 8, 206, 5, 14, 495, 19, 4, 83, 157, 5, 47, 75, 2, 0, 0, 0, 0, 0]",3
Romanticism,paul-cezanne_portrait-of-uncle-dominique-in-a-turban-1866,fear,The man has a piercing stare and the red splatter on his collar looks like blood.,5,the man has a piercing stare and the red splatter on his collar looks like blood,"['the', 'man', 'has', 'a', 'piercing', 'stare', 'and', 'the', 'red', 'splatter', 'on', 'his', 'collar', 'looks', 'like', 'blood']",16,train,"[1, 4, 30, 39, 6, 1876, 860, 5, 4, 66, 1802, 18, 36, 2347, 15, 11, 310, 2, 0, 0, 0, 0, 0, 0, 0]",6
Romanticism,paul-cezanne_portrait-of-uncle-dominique-in-a-turban-1866,something else,this looks like a combination of clay and stucco fused together,5,this looks like a combination of clay and stucco fused together,"['this', 'looks', 'like', 'a', 'combination', 'of', 'clay', 'and', 'stucco', 'fused', 'together']",11,train,"[1, 12, 15, 11, 6, 742, 7, 2758, 5, 7070, 6113, 127, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
Romanticism,paul-cezanne_portrait-of-uncle-dominique-in-a-turban-1866,contentment,"While the man's gaze seems someone angry, I find the detail of this piece more interesting because of brushstroke.",5,while the man's gaze seems someone angry i find the detail of this piece more interesting because of brushstroke,"['while', 'the', ""man's"", 'gaze', 'seems', 'someone', 'angry', 'i', 'find', 'the', 'detail', 'of', 'this', 'piece', 'more', 'interesting', 'because', 'of', 'brushstroke']",19,train,"[1, 137, 4, 146, 700, 44, 171, 316, 13, 232, 4, 99, 7, 12, 133, 131, 141, 57, 7, 3, 2, 0, 0, 0, 0]",3
Post_Impressionism,vincent-van-gogh_the-banks-of-the-seine-1887,excitement,"The river is dark, but colorful, and the brushstrokes evoke great movement and power.",6,the river is dark but colorful and the brushstrokes evoke great movement and power,"['the', 'river', 'is', 'dark', 'but', 'colorful', 'and', 'the', 'brushstrokes', 'evoke', 'great', 'movement', 'and', 'power']",14,train,"[1, 4, 451, 8, 47, 33, 243, 5, 4, 670, 972, 169, 409, 5, 705, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
Post_Impressionism,vincent-van-gogh_the-banks-of-the-seine-1887,amusement,the people along the water's edge are so small they look like insects,6,the people along the water's edge are so small they look like insects,"['the', 'people', 'along', 'the', ""water's"", 'edge', 'are', 'so', 'small', 'they', 'look', 'like', 'insects']",13,train,"[1, 4, 40, 319, 4, 3, 1052, 17, 35, 215, 43, 20, 11, 3564, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Post_Impressionism,vincent-van-gogh_the-banks-of-the-seine-1887,awe,The riverbank is quite lovely and the colors of the day are quite amazing to see alongside the figures on the bank.,6,the riverbank is quite lovely and the colors of the day are quite amazing to see alongside the figures on the bank,"['the', 'riverbank', 'is', 'quite', 'lovely', 'and', 'the', 'colors', 'of', 'the', 'day', 'are', 'quite', 'amazing', 'to', 'see', 'alongside', 'the', 'figures', 'on', 'the', 'bank']",22,train,"[1, 4, 2647, 8, 117, 234, 5, 4, 21, 7, 4, 94, 17, 117, 265, 9, 85, 2714, 4, 188, 18, 4, 2324, 2, 0]",2
Impressionism,mykola-pymonenko_sheperding-the-flock,awe,The bare sky and amorphous shapes combined with the color make this feel like another planet.,5,the bare sky and amorphous shapes combined with the color make this feel like another planet,"['the', 'bare', 'sky', 'and', 'amorphous', 'shapes', 'combined', 'with', 'the', 'color', 'make', 'this', 'feel', 'like', 'another', 'planet']",16,train,"[1, 4, 862, 77, 5, 3001, 149, 1081, 19, 4, 53, 41, 12, 25, 11, 317, 3646, 2, 0, 0, 0, 0, 0, 0, 0]",2
Impressionism,mykola-pymonenko_sheperding-the-flock,excitement,The cows are galloping across the field in a frenzy,5,the cows are galloping across the field in a frenzy,"['the', 'cows', 'are', 'galloping', 'across', 'the', 'field', 'in', 'a', 'frenzy']",10,train,"[1, 4, 928, 17, 2821, 668, 4, 345, 10, 6, 4790, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
Impressionism,mykola-pymonenko_sheperding-the-flock,anger,"The sun looks like an angry, red fire on the horizon",5,the sun looks like an angry red fire on the horizon,"['the', 'sun', 'looks', 'like', 'an', 'angry', 'red', 'fire', 'on', 'the', 'horizon']",11,train,"[1, 4, 197, 15, 11, 37, 316, 66, 436, 18, 4, 1055, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
Post_Impressionism,tom-thomson_the-pool,contentment,The use of beautiful fall colors in the leaves and the bright blue water make me want to sit in it.,5,the use of beautiful fall colors in the leaves and the bright blue water make me want to sit in it,"['the', 'use', 'of', 'beautiful', 'fall', 'colors', 'in', 'the', 'leaves', 'and', 'the', 'bright', 'blue', 'water', 'make', 'me', 'want', 'to', 'sit', 'in', 'it']",21,train,"[1, 4, 176, 7, 55, 428, 21, 10, 4, 273, 5, 4, 69, 63, 71, 41, 16, 152, 9, 655, 10, 14, 2, 0, 0]",3
Post_Impressionism,tom-thomson_the-pool,awe,"I love how the dark blue water is spying through the beautiful red, orange and yellow leaves twisted around the long swooping branches.",5,i love how the dark blue water is spying through the beautiful red orange and yellow leaves twisted around the long swooping branches,"['i', 'love', 'how', 'the', 'dark', 'blue', 'water', 'is', 'spying', 'through', 'the', 'beautiful', 'red', 'orange', 'and', 'yellow', 'leaves', 'twisted', 'around', 'the', 'long', 'swooping', 'branches']",23,train,"[1, 13, 61, 76, 4, 47, 63, 71, 8, 4338, 198, 4, 55, 66, 213, 5, 121, 273, 2152, 138, 4, 217, 5296, 1078, 2]",2
Post_Impressionism,tom-thomson_the-pool,something else,i believe these leaves are trying to trick us into thinking that it's fall,5,i believe these leaves are trying to trick us into thinking that it's fall,"['i', 'believe', 'these', 'leaves', 'are', 'trying', 'to', 'trick', 'us', 'into', 'thinking', 'that', ""it's"", 'fall']",14,train,"[1, 13, 1000, 113, 273, 17, 230, 9, 5351, 829, 129, 494, 26, 56, 428, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
Romanticism,william-shayer_hms-alexander-commanded-by-captain-rodney-bligh-shortly-before-striking-her-colours-to-the-1819,something else,The painting makes me feel nostalgic as it brings memories of my history lesson in school about Christopher Columbus and his ships.,5,the painting makes me feel nostalgic as it brings memories of my history lesson in school about christopher columbus and his ships,"['the', 'painting', 'makes', 'me', 'feel', 'nostalgic', 'as', 'it', 'brings', 'memories', 'of', 'my', 'history', 'lesson', 'in', 'school', 'about', 'christopher', 'columbus', 'and', 'his', 'ships']",22,train,"[1, 4, 22, 24, 16, 25, 935, 32, 14, 358, 1256, 7, 105, 1026, 6390, 10, 907, 72, 5713, 3423, 5, 36, 448, 2, 0]",8
Romanticism,william-shayer_hms-alexander-commanded-by-captain-rodney-bligh-shortly-before-striking-her-colours-to-the-1819,fear,The high dark to light contrast invokes a feeling of fear amidst the battle.,5,the high dark to light contrast invokes a feeling of fear amidst the battle,"['the', 'high', 'dark', 'to', 'light', 'contrast', 'invokes', 'a', 'feeling', 'of', 'fear', 'amidst', 'the', 'battle']",14,train,"[1, 4, 547, 47, 9, 112, 144, 1551, 6, 104, 7, 268, 2497, 4, 450, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
Romanticism,william-shayer_hms-alexander-commanded-by-captain-rodney-bligh-shortly-before-striking-her-colours-to-the-1819,awe,The cordination of all the ships ready to go,5,the cordination of all the ships ready to go,"['the', 'cordination', 'of', 'all', 'the', 'ships', 'ready', 'to', 'go']",9,train,"[1, 4, 3, 7, 64, 4, 448, 379, 9, 259, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
Impressionism,pierre-auguste-renoir_children-on-the-seashore-1883,excitement,the womans bright white dress accents the little girls white dress.,5,the womans bright white dress accents the little girls white dress,"['the', 'womans', 'bright', 'white', 'dress', 'accents', 'the', 'little', 'girls', 'white', 'dress']",11,train,"[1, 4, 737, 69, 65, 157, 1814, 4, 103, 519, 65, 157, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
Impressionism,pierre-auguste-renoir_children-on-the-seashore-1883,contentment,The color's in the background and the white dresses make me feel like it's spring and the we just got out of church.,5,the color's in the background and the white dresses make me feel like it's spring and the we just got out of church,"['the', ""color's"", 'in', 'the', 'background', 'and', 'the', 'white', 'dresses', 'make', 'me', 'feel', 'like', ""it's"", 'spring', 'and', 'the', 'we', 'just', 'got', 'out', 'of', 'church']",23,train,"[1, 4, 5742, 10, 4, 75, 5, 4, 65, 728, 41, 16, 25, 11, 56, 552, 5, 4, 475, 60, 760, 49, 7, 554, 2]",3
Impressionism,pierre-auguste-renoir_children-on-the-seashore-1883,contentment,It is a pleasant scene of children in nature.,5,it is a pleasant scene of children in nature,"['it', 'is', 'a', 'pleasant', 'scene', 'of', 'children', 'in', 'nature']",9,train,"[1, 14, 8, 6, 335, 52, 7, 369, 10, 175, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Impressionism,valentin-serov_portrait-of-alexander-lensky-and-alexander-yuzhin-1908,something else,"Very serious, the dark colors and expressions on the mens face make this seem like this a tense, serious encounter.",5,very serious the dark colors and expressions on the mens face make this seem like this a tense serious encounter,"['very', 'serious', 'the', 'dark', 'colors', 'and', 'expressions', 'on', 'the', 'mens', 'face', 'make', 'this', 'seem', 'like', 'this', 'a', 'tense', 'serious', 'encounter']",20,train,"[1, 23, 492, 4, 47, 21, 5, 398, 18, 4, 6470, 42, 41, 12, 78, 11, 12, 6, 2479, 492, 3489, 2, 0, 0, 0]",8
Impressionism,valentin-serov_portrait-of-alexander-lensky-and-alexander-yuzhin-1908,disgust,"These two smug ""fat cats"" wear the devil's black",5,these two smug fat cats wear the devil's black,"['these', 'two', 'smug', 'fat', 'cats', 'wear', 'the', ""devil's"", 'black']",9,train,"[1, 113, 126, 1651, 931, 1452, 1310, 4, 3, 83, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
Impressionism,valentin-serov_portrait-of-alexander-lensky-and-alexander-yuzhin-1908,amusement,the beautiful depiction of expressions through colors is amazing.,5,the beautiful depiction of expressions through colors is amazing,"['the', 'beautiful', 'depiction', 'of', 'expressions', 'through', 'colors', 'is', 'amazing']",9,train,"[1, 4, 55, 528, 7, 398, 198, 21, 8, 265, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Impressionism,zinaida-serebriakova_animal-farm-in-the-village-neskuchnoye,disgust,There are so many cows on the farm that it must smell terrible,6,there are so many cows on the farm that it must smell terrible,"['there', 'are', 'so', 'many', 'cows', 'on', 'the', 'farm', 'that', 'it', 'must', 'smell', 'terrible']",13,train,"[1, 48, 17, 35, 203, 928, 18, 4, 890, 26, 14, 516, 1266, 1588, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
Impressionism,zinaida-serebriakova_animal-farm-in-the-village-neskuchnoye,awe,The cows enjoy a peaceful day grazing together.,6,the cows enjoy a peaceful day grazing together,"['the', 'cows', 'enjoy', 'a', 'peaceful', 'day', 'grazing', 'together']",8,train,"[1, 4, 928, 338, 6, 90, 94, 2393, 127, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
Impressionism,zinaida-serebriakova_animal-farm-in-the-village-neskuchnoye,contentment,cows make me smile and there is a nice continuity here with the brown shades,6,cows make me smile and there is a nice continuity here with the brown shades,"['cows', 'make', 'me', 'smile', 'and', 'there', 'is', 'a', 'nice', 'continuity', 'here', 'with', 'the', 'brown', 'shades']",15,train,"[1, 928, 41, 16, 372, 5, 48, 8, 6, 96, 5794, 143, 19, 4, 245, 376, 2, 0, 0, 0, 0, 0, 0, 0, 0]",3
Romanticism,william-turner_stonehenge,awe,The clouds and sky give an air of nature's power,5,the clouds and sky give an air of nature's power,"['the', 'clouds', 'and', 'sky', 'give', 'an', 'air', 'of', ""nature's"", 'power']",10,train,"[1, 4, 218, 5, 77, 189, 37, 446, 7, 3613, 705, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
Romanticism,william-turner_stonehenge,disgust,The sheep look dead and it makes the scene feel eery,5,the sheep look dead and it makes the scene feel eery,"['the', 'sheep', 'look', 'dead', 'and', 'it', 'makes', 'the', 'scene', 'feel', 'eery']",11,train,"[1, 4, 2137, 20, 266, 5, 14, 24, 4, 52, 25, 4008, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
Romanticism,william-turner_stonehenge,awe,The light shining on the ruins makes this painting have a religous feeling and gives me a sense of awe.,5,the light shining on the ruins makes this painting have a religous feeling and gives me a sense of awe,"['the', 'light', 'shining', 'on', 'the', 'ruins', 'makes', 'this', 'painting', 'have', 'a', 'religous', 'feeling', 'and', 'gives', 'me', 'a', 'sense', 'of', 'awe']",20,train,"[1, 4, 112, 665, 18, 4, 2132, 24, 12, 22, 70, 6, 5150, 104, 5, 139, 16, 6, 116, 7, 179, 2, 0, 0, 0]",2
Symbolism,viktor-vasnetsov_prince-andrey-bogolyubsky-1896,awe,The man is showing his faith in Christ with his cross,11,the man is showing his faith in christ with his cross,"['the', 'man', 'is', 'showing', 'his', 'faith', 'in', 'christ', 'with', 'his', 'cross']",11,train,"[1, 4, 30, 8, 449, 36, 3115, 10, 809, 19, 36, 527, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
Symbolism,viktor-vasnetsov_prince-andrey-bogolyubsky-1896,something else,"Portrait of one of those 'religious' zealots, ready to start a Spanish inquisition and murder people.",11,portrait of one of those 'religious' zealots ready to start a spanish inquisition and murder people,"['portrait', 'of', 'one', 'of', 'those', ""'religious'"", 'zealots', 'ready', 'to', 'start', 'a', 'spanish', 'inquisition', 'and', 'murder', 'people']",16,train,"[1, 190, 7, 81, 7, 391, 4456, 3, 379, 9, 1203, 6, 2943, 3, 5, 1783, 40, 2, 0, 0, 0, 0, 0, 0, 0]",8
Symbolism,viktor-vasnetsov_prince-andrey-bogolyubsky-1896,amusement,The individual is quite interesting as they stand with their funny hat.,11,the individual is quite interesting as they stand with their funny hat,"['the', 'individual', 'is', 'quite', 'interesting', 'as', 'they', 'stand', 'with', 'their', 'funny', 'hat']",12,train,"[1, 4, 730, 8, 117, 141, 32, 43, 355, 19, 88, 206, 381, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Impressionism,william-merritt-chase_interior-of-the-baptistry-at-st-mark-s,sadness,A solitary musician cleans his instrument in a darkened hallway.,5,a solitary musician cleans his instrument in a darkened hallway,"['a', 'solitary', 'musician', 'cleans', 'his', 'instrument', 'in', 'a', 'darkened', 'hallway']",10,train,"[1, 6, 2465, 2248, 3, 36, 1224, 10, 6, 2530, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
Impressionism,william-merritt-chase_interior-of-the-baptistry-at-st-mark-s,something else,"Worried was my first thought, is he cleaning or stealing and what is this dark picture trying to tell us",5,worried was my first thought is he cleaning or stealing and what is this dark picture trying to tell us,"['worried', 'was', 'my', 'first', 'thought', 'is', 'he', 'cleaning', 'or', 'stealing', 'and', 'what', 'is', 'this', 'dark', 'picture', 'trying', 'to', 'tell', 'us']",20,train,"[1, 806, 118, 105, 430, 411, 8, 45, 4594, 51, 3289, 5, 50, 8, 12, 47, 54, 230, 9, 290, 829, 2, 0, 0, 0]",8
